,entry,title,subtitle,author,genre,mode,location,publisher,year,format,libretto,translation
1434,"CORTESIA DI LEONE, E DI RUGGIERO CON LA MORTE DI RODOMONTE. Soggetto cavato da Lodovico Ariosto, e ridotto in istile rappresentativo. — in Milano, per Pandolfo Malatesta. 1624 in 8. — di Silvio Fiorillo, fra' Comici detto il Capitan Matamoros.","Cortesia Di Leone, E Di Ruggiero Con La Morte Di Rodomonte",,Silvio Fiorillo,Soggetto cavato,,istile,Pandolfo Malatesta,1624,8,False,False
1435,"COSÌ VUOLE IL DESTINO. Tragicommedia. — in Genova, per il Celle. 1669 in 12 — di Clemente Girolamo Rota, d'Urbino.",Così Vuole Il Destino,,Clemente Girolamo Rota,Tragicommedia,,Genova,Celle,1669,12,False,False
1436,"COSROE. Dramma recitato in Roma nel Teatro Ariberti nel Carnevale dell'anno 1723, e presentato alla Maestà del Re Giacomo III. Re della Gran Bretagna. — in Roma, nella Stamperia del Bernabò. 1723 in 12 — Poesia d'Incerto Autore. — Musica di Antonio Pollaroli, Veneziano.",Cosroe,,Unknown,Dramma,,Roma,Bernabò,1723,12,True,False
1437,"COSTANTE CELINDA. Commedia (in prosa) — in Siena, per il Bonetti. 1626 in 12 — del Capitan Marco Petroccini, nell'Accademia degl'Ingegnosi di Ferrara detto lo Stanco.",Costante Celinda,,,Commedia,prose,Siena,Bonetti,1626,12,False,False
1438,"COSTANTE NELLA FEDE. Tragedia (in prosa) — in Macerata, per il Grisèi. 1668 in 12 — di Giambatista Ancona, d'Amadori.",Costante Nella Fede,,Giambatista Ancona,Tragedia,prose,Macerata,Grisèi,1668,12,False,False
1439,"COSTANTINO. Dramma recitato nel Teatro di San Cassiano di Venezia l'anno 1711 — in Venezia, presso Marino Rossetti. 1711 in 12 — Poesia di Apostolo Zeno, Veneziano, e del Dottor Pietro Pariati di Regio. — Musica di Francesco Gasparini, Romano.",Costantino,,Apostolo Zeno,Unknown,,Venezia,Marino Rossetti,1711,12,True,False
1440,"COSTANTINO. Tragedia (in prosa) rappresentata in Roma l'anno 1653 nel Palazzo de' Signori Picchini, colla disesa della medesima. — in Roma, per il Gojoli. 1653 in 12 — e ivi, a spese di Gregorio, e Gio. Andrioli. 1660 in 12 — di Giambatista Filippo Ghirardelli.",Costantino,,Giambatista Filippo Ghirardelli.,Tragedia,prose,Roma,Gojoli,1653,12,False,False
1441,"COSTANTINO. Tragedia, — in Bologna, per il Pisarri, 1706 in 8 — di Pier Antonio Bernardoni, Bolognese.",Costantino,,Pier Antonio Bernardoni,Unknown,,Bologna,Pisarri,1706,8,False,False
1442,"COSTANTINO MAGNO. Oratorio per Musica, — in Mantova, per gli Osanna. 1682 in 8 — d'Incerto Autore.",Costantino Magno,,Unknown,Unknown,,Mantova,Osanna,1682,8,False,False
1443,"COSTANTINO IMPERADORE, S.SILVESIRO PAPA, E SANT'ELENA IMPERADRICE. Rappresentazione divisa in due parti, in ottava rima con un Capitolo in lode della Santissima Croce, e delle Sette Parole dette in quella da Cristo (in terzetti) — in Siena, alla Loggia del Papa senz'anno in 4 — e in Firenze. senza Stampatore. l'anno del Signore 1555 in 4 — ed ivi, per Giovanni Baleni, l'anno 1588 in 4 — d'Incerto Autore.","Costantino Imperadore, S",,Unknown,Rappresentazionevisa,verse,lode,Unknown,Unknown,4,False,False
1444,"COSTANTINO PIO. Dramma rappresentato in Roma l'anno 1710 — in Roma, per Antonio de Rossi. 1710 in 12 — Poesia d'Incerto Autore. — Musica di Carlo Francesco Pollaroli, Bresciano.",Costantino Pio,,Unknown,Unknown,,Roma,Antonio de Rossi,1710,12,True,False
1445,"COSTANTINO DEPRESSO. Tragedia. in Verona, per il Ramanzini. 1748 in 8, in seguito dell'altra Tragedia dello stesso intitolata Irene Delusa. — del P. Bonavventura Antonio Bravi.",Costantino Depresso,,,Tragedia,,Verona,Ramanzini,1748,8,False,False
1446,"COSTANZA AMOROSA. Dramma recitato in Bologa l'anno 1643 — del Conte Andrea Barbazza, Bolognese.",Costanza Amorosa,,,Dramma,,Bologa,,1643,,False,False
1447,"COSTANZA. Commedia (in prosa) — in Napoli a spese del Muzio, 1722 in 12 — di Niccolò Amenta Napolitano.",Costanza,,Niccolò Amenta Napolitano.,Commedia,prose,Napoli,,1722,12,False,False
1448,"COSTANZA. Dramma spirituale. — in Lucca, per Baldassare del Giudice. 1645 in 12 — di Bianco Bianchi, Accademico Oscuro.",Costanza,,Bianco Bianchi,Dramma spirituale,,Lucca,Baldassare del Giudice,1645,12,False,False
1449,"COSTANZA. Tragedia. — in Firenze, per li Giunti. 1585 in 8 — di Niccolò Massucci, di Recanati.",Costanza,,Niccolò Massucci,Tragedia,,Firenze,li Giunti,1585,8,False,False
1450,"COSTANZA COMBATTUTA DELLA PRINCIPESSA TERESA, ovvero, Fortunati avvenimenti su la ruota d'una instabile Fortuna. Opera Regia Tragicomica (in prosa) — in Bologna, per Gioseffo Longhi. 1676 in 12 — di Giambatista Toschi, Modonese.","Costanza Combattuta Della Principessa Teresa,",", Fortunati Avvenimenti Su La Ruota D'Una Instabile Fortuna",Giambatista Toschi,Opera Regia,prose,Bologna,Gioseffo Longhi,1676,12,False,False
1451,"COSTANZA COMBATTUTA IN AMORE. Dramma rappresentato nel Teatro di San Mosè di Venezia l'anno 1716. — in Venezia, per Giacomo Valvasense. 1716 in 12 — Poesia dell'Abate Francesco Silvani, Veneziano. — Musica di Giovanni Porta, Veneziano.",Costanza Combattuta In Amore,,Francesco Silvani,Dramma,,Venezia,Giacomo Valvasense,1716,12,True,False
1452,"COSTANZA ESALTATA NECLI ACCIDENTI DI SANTA LIMBANIA. Opera Morale, e Sacra (in prosa) — Bologna, per Giacomo Monti. 1681 in 12 — di D. Giambatista Testi, di Anghiari.",Costanza Esaltata Necli Accidenti Di Santa Limbania,,Giambatista Testi,"Opera Morale,",prose,,Giacomo Monti,1681,12,False,False
1453,"COSTANZA DELLE DONNE. Commedia (in prosa) — in Roma, per Lodovico Grignani 1647 in 8 — di Modello Tientebene, cioè, Benedetto Mellini, Romano.",Costanza Delle Donne,,Modello Tientebene,Commedia,prose,Roma,Lodovico Grignani 1647 in 8 — di Modello Tientebene,1647,8,False,False
1454,"COSTANZA NEL TRIONFO DEL MARTIRIO DI S. SEBASTIANO. — in Roma, per Luigi Zanetti. 1604 in 8 — di Orazio Silvestri, da Posi.",Costanza Nel Trionfo Del Martirio Di S,,Orazio Silvestri,Unknown,,Roma,Luigi Zanetti,1604,8,False,False
1455,"COSTANZA TRIONFANTE DEGLI AMORI, E DEGLI ODI. Dramma recitato nel Teatro di S. Mosè di Venezia nell'anno 1716 — in Venezia per Carlo Buonarrigo. 1716 in 12 — Poesia di Antonio Marchi, Veneziano — Musica di D. Antonio Vivaldi, Veneziano — Replicato nello stesso Teatro anno 1718. con qualche variazione fatta nelle Arie, e col titolo di Artabano Re de' Parti. — — in Venezia, per Marino Rossetti. 1718 in 12 — Musica del suddetto Vivaldi, — e poi l'anno 1731 in detta Città nel Teatro di Sant'Angiolo, accomodato in parte per la Poesia da Bartolommeo Vitturi, Veneziano, e da Antonio Galeazzi, Bresciano per la Musica, e col titolo di Odio vinto dalla Costanza. — in Venezia per Carlo Buonarrigo. 1731 in 12 —","Costanza Trionfante Degli Amori, E Degli Odi",,Antonio Marchi,Dramma,,Venezia,Carlo Buonarrigo,1716,12,True,False
1456,"COSTANZA IN TRIONFO. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1696 — in Venezia, per il Niccolini. 1696 in 12 — Poesia dell'Ab. Francesco Silvani, Veneziano. — Musica di Marc'Antonio Ziani, Veneziano. — Replicato in Ferrara nel Teatro Bonacossi Tanno. 1697 con molti cambiamenti. In Ferrara, per Bernardino Pomatelli. 1697 in 12 — ed in Verona nel Mese di Maggio dell'anno 1698 — in Venezia, per Domenico Lovisa, 1698 in 12 —",Costanza In Trionfo,,Francesco Silvani,Unknown,,Venezia,Francesco Niccolini,1696,12,True,False
1457,"COSTANZA FEDEL, E FEDE INFIDA. Arcidramma Musicale per la Vita di S. Basilla Vergine, e Martire, Padrona dell'Università di Collesano, in Venezia, per Gio. Giacomo Hertz. 1661 in 12 — di Giuseppe de' Curti, Messinese.","Costanza Fedel, E Fede Infida",,Giuseppe de' Curti,Arcidramma Musicale,verse,Venezia,la Vita di S,1661,12,False,False
1458,"COSTANZA IN CIMENTO CON LA CRUDELTÀ. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1712 — in Venezia, per Marino Rossetti, 1712 in 12 — Poesia del Dott. Grazio Braccioli, Ferrarese — Musica di Floriano Aresti, Bolognese. — Replicato l'anno 1715 nel Teatro Marsigli Rossi di Bologna con questo titolo. la Costanza in cimento, o sia il Radamisto.",Costanza In Cimento Con La Crudeltà,,Grazio Braccioli,Unknown,,Venezia,Marino Rossetti,1712,12,True,False
1459,"COSTANZA DI SAN FILIPPO NERI IN DEDICARSI AL SERVIZIO DI DIO. Rappresentazione (in prosa) — Bologna, per il Longhi. 1699 in 12 — di D. Pietro Todini, Canonico, e Penitenziere della Cattedrale di Atri.",Costanza Di San Filippo Neri In Dedicarsi Al Servizio Di Dio,,Pietro Todini,Rappresentazione,prose,,Longhi,1699,12,False,False
1460,"COSTANZA FORTUNATA IN AMORE. Dramma recitato nel Teatro di San Fantino di Venezia l'anno 1711 — in Venezia, per Marino Rossetti. 1711 in 12 — — Poesia del Dott. Francesco Maria Piccioli, Padovano. — Musica di diversi.",Costanza Fortunata In Amore,,Francesco Maria Piccioli,Unknown,verse,Venezia,Marino Rossetti,1711,12,True,False
1461,"COSTANZA NELL'ONORE. Dramma recitato nel Teatro Campagnella di Rovigo l'anno 1703. — in Venezia, per il Milocco. 1703 in 12 — Poesia di Francesco Pessarini, Veronese. — Musica d'Incerto.",Costanza Nell'Onore,,Unknown,Dramma,,Venezia,Milocco,1703,12,False,False
1462,"COSTANZA È SPESSO IL VARIAR PENSIERO. Opera Scenica (in prosa) — in Bologna, per il Longhi. 1696 in 12 — del Dott. Giambatista Boocabadati.",Costanza È Spesso Il Variar Pensiero,,,Opera Scenica,prose,Bologna,Longhi,1696,12,False,False
1463,"COSTANZA IN AMOR VINCE L'INGANNO. Dramma Pastorale recitato nella Città di Parma. — in Parma, per li Rosati. 1694. in 12 — Poesia d'Incerto Autore. — Replicato anno 1696 nel Teatro di Santa Margherita di Treviso. — in Venezia, per ile Niccolini. 1696 in 12 — e nel Teatro Manfredini di Rovigo l'anno 1699 in Ferrara, per il Pomatelli 1699 in 12 — in Roma per Antonio de Rossi. 1711 in 8Musica di Giacomo Mazzoleni.",Costanza In Amor Vince L'Inganno,,Unknown,Dramma Pastorale,,Parma,e Niccolini,1696,12,True,False
1464,"COSTANZA DI ROSOLINDA, ovvero, l'esperimentata Fede di Cleonte. Opera Scenica (in prosa) recitata in Roma in Casa dell'Illustriss. Sig. Co. Ercolani a Pasquino l'anno 1708 — in Bologna, per Giuseppe Longhi. 1680 in 12 — di Gio. Andrea Lorenzani, Romano.","Costanza Di Rosolinda,",", L'Esperimentata Fede Di Cleonte",Gio. Andrea Lorenzani,Opera Scenica,prose,Roma,Giuseppe Longhi,1680,12,False,False
1465,"COSTANZA DI SINFOROSA. Nobile Matrona della Città di Tiroli, e gloriosa Martire di Gesù Cristo (in prosa) — in Milano, per Pandolfo Malatesta, 1600 in 12 — di Giambatista Faggi.",Costanza Di Sinforosa,,Giambatista Faggi.,Nobile Matrona,prose,Milano,Pandolfo Malatesta,1600,12,False,False
1466,"COSTANZA DI ROSMONDA. Dramma come recitato nel Teatro de' SS. Gio. e Paolo di Venezia l'anno 1659 — in Venezia, per Pietro Valvasense. 1659 in 12 — Poesia di Aurelio Aureli, Veneziano. — Musica di Don Giambatista Rovettino, Veneziano. — Replicato in Napoli nell'anno stesso. — in Napoli, senza nome di Stampatore, 1659 in 12 —",Costanza Di Rosmonda,,Aurelio Aureli,Dramma come,,Venezia,Unknown,1659,12,True,False
1467,"COSTANZA NELLE SVENTURE. Tragicommedia. — in Napoli, 1694 in 12 — in Venezia. 1694 in 12 — ed in Napoli, per Carlo Troyse. 1695 in 12 — di Andrea Perucci, di Palermo.",Costanza Nelle Sventure,,Andrea Perucci,Tragicommedia,,Napoli,Carlo Troyse,1694,12,False,False
1468,"COSTANZA TRIONFANTE. Dramma rappresentato nel Teatro di S. Mosè di Venezia l'anno 1673 — in Venezia, per li Bertani, 1673 in 12 — Poesia di D. Cristoforo Ivanovich, di Budua in Dalmazia, Canonico della Chiesa Ducale di S. Marco. Musica del Dottor Don Gio. Domenieo Partenin, Nenenana del Friuli.",Costanza Trionfante,,Cristoforo Ivanovich,Dramma,,Venezia,li Bertani,1673,12,False,False
1469,"COSTANZA VINCE IL DESTINO. Dramma recitato nel Teatro de' SS. Gio. e Paolo di Venezia l'anno 1695 — in Venezia, per Francesco Niccolini, 1695 in 12 — Poesia dell'Ab. Pietro Romolo Pignata, Romano. — Musica dello stesso.",Costanza Vince Il Destino,,Pietro Romolo Pignata,Dramma,,Venezia,Francesco Niccolini,1695,12,False,False
1470,"COSTANZA D'ULISSE. Dramma recitato in Vienna nel felicissimo dì Natalizio dell'Imperadore Leopoldo l'anno 1700 — in Vienna, per Susanna Cristina, Vedova di Matteo Cosmerovio 1700 in 4 — di Donato Cupeda, Napoletano.",Costanza D'Ulisse,,Donato Cupeda,Unknown,,Vienna,Susanna Cristina,1700,4,False,False
1471,"COSTANZA (S.), ovvero, il Dispregio del Mondo. — in Perugia, pet l'Aluigi. 1620 in 8 — di Francesco Domenici, Canonico di Spinalonga.",Costanza (S,,Francesco Domenici,Unknown,,Perugia,ugia,1620,8,False,False
1472,"CRATASILEA. Tragedia, — in Venezia, per Ricciardo Amadino, 1591 in 8 — di Paolo Bozi, Veronese.",Cratasilea,,Paolo Bozi,Unknown,,Venezia,Ricciardo Amadino,1591,8,False,False
1473,"CREAZIONE DEL MONDO. Dramma Musicale, — in Roma, per Francesco Corbelletti. 1632 in 12 — di Ottavio Tronsarello, Romano.",Creazione Del Mondo,,Ottavio Tronsarello,Unknown,,Roma,Francesco Corbelletti,1632,12,False,False
1474,"CREAZIONE DELLA PERLA. Favola Pescatoria fatta in occasione delle Nozze della Serenissima Infanta Margherita d'Austria. — in Macerata, per Pietro Salvioni. 1617 in 12 — di Gaspare Murtola, Genovese.",Creazione Della Perla,,Gaspare Murtola,Favola Pescatoria,,Macerata,LA,1617,12,False,False
1475,"CREONTE. Dramma per Musica. in Catania, per il Bisagni. 1686 in 12 — d'Ignazio Tedeschi, e Paterno, di Catania.",Creonte,,,Dramma,,Catania,Bisagni,1686,12,False,False
1476,"CREONTE. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1690 — in Venezia, per Francesco Niccolini, 1690 in 12 — Poesia di D. Rinaldo Ciallis, Veneziano. — Musica di Marc'Antonio Ziani, Veneziano.",Creonte,,Rinaldo Ciallis,Unknown,,Venezia,Francesco Niccolini,1690,12,True,False
1477,"CRESFONTE. Tragedia. — in Padova, per Paolo Mejetti, 1588 in 8 — ed in Venezia, dalla Società Albrizziana l'anno 1732. In questa si legge una breve Prefazione dall'Autore di questa Drammaturgia. — di Giambatista Liviera, di Vicenza.",Cresfonte,,Giambatista Liviera,Tragedia,,Padova,Paolo Mejetti,1588,8,False,False
1478,"CRESO. Tragedia, — in Roma, per Francesco Cavallo. 1632 in 12 — ed in Firenze, nella Stamperia di Pietro Nesti. 1655 in 4. Edizione corretta. — di Girolamo Bartolommei, già Smeducci, Fiorentino.",Creso,,Girolamo Bartolommei,Unknown,,Roma,Francesco Cavallo,1632,12,False,False
1479,"CRESO. Dramma per Musica nel felicissimo dì Natalizio della S. C. R. M. della Imperadrice Eleonora l'anno 1678 — in Vienna, per Gio. Cristoforo Cosmerovio. 1678 in 8 — Poesia del Cav. Niccolò Minato, Bergamasco, Poeta di S. M. Ces. — Musica di Antonio Draghi.",Creso,,Cav. Niccolò Minato,Dramma,,Vienna,Cristoforo Cosmerovio,1678,8,True,False
1480,"CRESO. Dramma rappresentato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1681 — in Venezia, per Francesco Niccolini. 1681 in 12 — di Giulio Cesare Corradi, Parmigiano. — Musica di D. Gio. Legrenzi, Bergamasco, Maestro della Capella Ducale di S. Marco di Venezia.",Creso,,Giulio Cesare Corradi,Dramma,,Venezia,Francesco Niccolini,1681,12,True,False
1481,"CRESO. Tragedia (in versi sciolti). in Roma, per Giammaria Salvioni. 1733 in 4. colle altre dell'Autore. ed in Padova, per il Comino. 1733 in 4. Edizione correttissima, e riscontrata coll'originale dell'Autore. In questa sono pure tutte l'altre del medesimo illustre Autore. — del Cardinale Giovanni Delfino, Patrizio Veneto.",Creso,,,Tragedia,verse,Roma,Comino,1733,4,False,False
1482,"CRESO TOLTO ALLE FIAMME. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1705 — in Venezia, per Marino Rossetti, 1705 in 12 — Poesia di Aurelio Aurelj, Veneziano. — Musica di Girolamo Polani, Veneziano.",Creso Tolto Alle Fiamme,,Aurelio Aurelj,Unknown,,Venezia,Marino Rossetti,1705,12,True,False
1483,"CREUSA. Dramma rappresentato nel Teatro di S. Samuele di Venezia. — in Venezia, per Marino Rossetti. 1739 in 12 — Poesia di Urbano Rizzi, Veneziano. — Musica di Pietro Lione Cardena, Palermitano.",Creusa,,Urbano Rizzi,Dramma,,Venezia,Marino Rossetti,1739,12,True,False
1484,"CRISANTO. Tragedia Morale data in luce da Martino la Farina. — in Palermo, Per Giambatista Maringo. 1632 in 12 — del P. Ortensio Scamacca, di Lentini, della Compagnia di Gesù.",Crisanto,,,Tragedia Morale,,Palermo,Giambatista Maringo,1632,12,False,False
1485,"CRISANTO E DARIA CASTI SPOSI (SS.). Rappresentazione, con tre Prologhi, e con gl'Intermedi apparenti. — in Venezia, per Pietro Romano. 1610 in 12 — di Girolamo Sartorelli, Rettore di San Giacomo di Pesaro.",Crisanto E Daria Casti Sposi (Ss,,Girolamo Sartorelli,),,Venezia,Pietro Romano,1610,12,False,False
1486,"CRISI VITALE DEL MONDO LANGUENTE NEL SUDOR DI SANGUE DEL REDENTORE IN GETSEMANI. Oratorio (a tre voci). — in Messina, per Vincenzo di Amico. 1701 in 4 — di Giuseppe Prescimonio, Siciliano.",Crisi Vitale Del Mondo Languente Nel Sudor Di Sangue Del Redentore In Getsemani,,Giuseppe Prescimonio,Oratorio,,Messina,Vincenzo di Amico,1701,4,False,False
1487,"CRISIPPO. Dramma rappresentato nel Teatro di Santo Stefano de' Signori Co. Antonio Maria, Paolo, e Fratelli Bonacossi di Ferrara, in occasione della solita Fiera di Maggio dell'anno 1710 — in Ferrara, per Bernardino Barbieri. 1710 in 8 — Poesia del Dott. Grazio Braccioli, Ferrarese. — Musica di Floriano Aresti, Bolognese. — Replicato l'anno stesso in Bologna nel Teatro Angelelli. — Musica del suddetto Aresti.",Crisippo,,Grazio Braccioli,Dramma,,Ferrara,Bernardino Barbieri,1710,8,True,False
1488,"CRISPO. Tragedia. — in Napoli, per Niccolò Naso. 1715 in 12 — ed in Venezia, per Marino Rossetti. 1722 in 12 — del Duca D. Annibale Marchese, Napoletano.",Crispo,,,Tragedia,,Napoli,Niccolò Naso,1715,12,False,False
1489,"CRISPO. Tragedia. — in Bologna, per Giacomo Monti. 1662 in 12 — di Gio. Francesco Savaro del Pizzo, Archidiacono di Mileto.",Crispo,,Gio. Francesco Savaro del Pizzo,Tragedia,,Bologna,Giacomo Monti,1662,12,False,False
1490,"CRISTINA. Tragedia Sacra. in Venezia, per il Salicato. 1601 in 8 — di Agostino Zuccolo.",Cristina,,Agostino Zuccolo.,Tragedia Sacra,,Venezia,Salicato,1601,8,False,False
1491,"CRISTINA MARTIRIZZATA (S.) Rappresentazione Spirituale, — in Napoli, per Domenico Montanaro, 1636 in 8 — di Gian Tommaso Cangiano, Napolitano.",Cristina Martirizzata (S,,Gian Tommaso Cangiano,,,Napoli,Domenico Montanaro,1636,8,False,False
1492,"CRISTINA TRIONFANTE. Rappresentazione. — in Palermo, ad istanza di Lorenzo Pegolo. 1584. in 8 — ed in Seravalle di Venezia, per Marco Clasero. 1606 in 12 — di Gaspare Licco, Canonico Palermitanos.",Cristina Trionfante,,Gaspare Licco,Rappresentazione,,Palermo,Marco Clasero,1606,8,False,False
1493,"CRISTINA VERGINE (S.), E MARTIRE. Rappresentazione (in ottava rima). — in Siena, alla Loggia del Papa. seuz anno. in 4 — in FirenP —2 CRZe l'anno di Nostro 1 Signore 1554 del Mese di Settembre. in 4 — ed in Fiorenza, appresso la Badia, 1568 in 4 — d'Incerto Autore.",Cristina Vergine (S,,Unknown,Rappresentazione,verse,Siena,la Badia,1568,4,False,False
1494,"CRISTINA VERGINE, E MARTIRE. Rappresentazione, — in Fano, per Pietro Fani. 1612 in 4 — di Francesco Dionigi, di Fano.","Cristina Vergine, E Martire",,Francesco Dionigi,Unknown,,Fano,Pietro Fani,1612,4,False,False
1495,"CRISTO AL CENACOLO. Oratorio per Musica da cantarsi a San Tommaso Martire Congregazione de Preti di San Filippo Neri di Padova l'anno 1738 in Padova, per Giambatista Penada. 1738 in 8 — Poesia, e Musica d'Incerti.",Cristo Al Cenacolo,,,Oratorio,,Padova,Giambatista Penada,1738,8,False,False
1496,"CRISTO CONDANNATO. Tragediai in Messina, per Paolo Bisagno, in 8 — di Francesco Leontino, di Siracusa.",Cristo Condannato,,Francesco Leontino,Tragediai in,,Messina,Paolo Bisagno,,8,False,False
